origin,destination,weight,shipment_type,day_of_week,delivery_days
Delhi,Ahmedabad,145.73806244274547,Standard,0,4.3
Delhi,Pune,83.66796685689451,Standard,3,4.4
Kolkata,Surat,25.173080912752468,Ocean,2,6.4
Kolkata,Bangalore,43.267306873626694,Standard,6,3.5
Kolkata,Pune,30.684371933290915,Ocean,4,7.0
Surat,Kolkata,136.97463952498128,Express,2,3.1
Mumbai,Delhi,74.67979719113099,Air,1,1.0
Surat,Kolkata,139.53243124040569,Standard,3,4.6
Jaipur,Mumbai,111.3930417951991,Air,6,2.0
Surat,Delhi,65.63192059489408,Standard,4,3.9
Jaipur,Surat,32.71955205375001,Standard,3,2.4
Mumbai,Surat,43.98356610446816,Standard,4,3.8
Surat,Jaipur,10.146100459097894,Standard,6,2.7
Hyderabad,Kolkata,45.7838557587534,Air,3,1.4
Jaipur,Mumbai,9.263536106730278,Air,1,1.0
Surat,Kolkata,38.31073187741593,Air,3,1.0
Hyderabad,Chennai,79.07512085854543,Standard,6,3.8
Ahmedabad,Bangalore,7.190456769443724,Air,4,2.1
Chennai,Mumbai,136.83930268955223,Air,4,2.5
Delhi,Ahmedabad,115.19211386068541,Express,0,3.0
Mumbai,Chennai,63.85387614353851,Standard,0,3.7
Ahmedabad,Kolkata,7.677773908574306,Air,4,1.8
Kolkata,Pune,15.161370800999983,Express,0,1.4
Jaipur,Surat,112.70918323897651,Air,6,2.6
Jaipur,Surat,44.9929079958532,Ocean,3,5.1
Ahmedabad,Surat,62.66719051507044,Air,1,1.3
Chennai,Delhi,113.216645354809,Air,5,3.3
Chennai,Kolkata,38.6115216201259,Ocean,2,6.1
Delhi,Mumbai,127.11505100741438,Standard,2,4.6
Hyderabad,Bangalore,55.689650862414595,Standard,5,4.5
Surat,Mumbai,146.22317361499736,Express,4,3.3
Jaipur,Kolkata,35.0517380747927,Ocean,0,5.5
Pune,Delhi,70.83451490133156,Ocean,3,6.4
Bangalore,Mumbai,12.668416157180161,Standard,2,2.9
Hyderabad,Bangalore,49.6870813074564,Express,1,1.9
Mumbai,Pune,40.820264404229725,Standard,3,2.5
Kolkata,Pune,88.96677549629105,Standard,6,4.6
Hyderabad,Surat,137.73531611485276,Standard,1,3.8
Surat,Mumbai,136.35914413152656,Air,6,1.9
Hyderabad,Delhi,67.8833290611284,Express,1,3.0
Mumbai,Ahmedabad,101.33831492555252,Express,6,2.4
Pune,Surat,132.64642002320875,Express,0,2.0
Delhi,Jaipur,102.29264537006429,Air,2,1.1
Mumbai,Hyderabad,5.827086891839599,Ocean,6,4.0
Surat,Delhi,36.80522329856693,Ocean,0,4.8
Mumbai,Hyderabad,73.46533775706406,Standard,5,4.1
Mumbai,Chennai,22.405610057314618,Standard,2,3.0
Jaipur,Ahmedabad,137.40669769507707,Express,6,2.9
Kolkata,Chennai,12.157176316510819,Express,6,1.5
Mumbai,Hyderabad,76.11614326772074,Ocean,3,5.1
Bangalore,Delhi,64.71640572158375,Ocean,5,8.7
Jaipur,Delhi,123.19477502476649,Ocean,6,4.7
Surat,Jaipur,50.50485091454647,Standard,6,2.4
Ahmedabad,Jaipur,108.92086283637775,Ocean,3,5.7
Mumbai,Hyderabad,33.77468013765095,Air,3,1.0
Bangalore,Jaipur,85.56487728819889,Standard,4,4.9
Surat,Hyderabad,127.88820519803329,Air,3,1.1
Surat,Ahmedabad,12.597452120264059,Standard,3,2.3
Bangalore,Kolkata,144.62109808210562,Standard,4,5.4
Kolkata,Bangalore,51.16677639091657,Express,4,3.4
Surat,Hyderabad,121.91002573312537,Express,4,4.0
Kolkata,Ahmedabad,20.020712952602665,Air,1,1.0
Pune,Bangalore,137.59512573048667,Air,4,3.2
Delhi,Ahmedabad,35.004249406751136,Air,2,1.0
Delhi,Ahmedabad,16.875722444117006,Standard,4,4.1
Kolkata,Bangalore,141.1742098447819,Standard,0,4.4
Ahmedabad,Mumbai,125.32365008045001,Express,5,3.1
Surat,Ahmedabad,34.97461551010237,Express,6,1.2
Pune,Mumbai,112.51929029383335,Standard,0,3.2
Hyderabad,Chennai,15.900604831138583,Express,5,2.5
Surat,Delhi,91.89478386946648,Air,3,2.0
Jaipur,Bangalore,137.47695808032566,Standard,6,5.3
Hyderabad,Surat,46.79406660180435,Air,4,2.1
Jaipur,Chennai,67.34996503737791,Express,4,3.2
Ahmedabad,Surat,75.46539169766216,Air,1,1.0
Bangalore,Delhi,78.9954545663342,Express,3,3.3
Hyderabad,Chennai,132.9004626071126,Air,4,2.8
Hyderabad,Kolkata,127.38353967467832,Express,5,3.8
Ahmedabad,Jaipur,104.37644296565932,Standard,4,4.2
Kolkata,Bangalore,50.65155616410281,Express,6,2.5
Delhi,Kolkata,49.128793281634515,Express,0,2.5
Ahmedabad,Bangalore,61.70333210405915,Standard,5,5.1
Hyderabad,Delhi,27.655331603086086,Express,0,2.4
Surat,Ahmedabad,122.87326255356895,Air,4,2.6
Mumbai,Jaipur,147.6059053023369,Standard,6,3.5
Chennai,Mumbai,74.2721195614301,Standard,3,3.8
Delhi,Hyderabad,85.27022445203028,Standard,0,3.3
Surat,Ahmedabad,100.13520931143759,Standard,2,3.0
Hyderabad,Bangalore,89.00694022279878,Standard,3,3.3
Jaipur,Mumbai,9.624540926699051,Air,2,1.0
Chennai,Ahmedabad,133.39029528961885,Ocean,6,7.4
Surat,Mumbai,104.03519916180252,Standard,4,4.5
Kolkata,Ahmedabad,9.421242120397526,Express,2,1.7
Hyderabad,Jaipur,52.82141663123806,Standard,2,3.3
Kolkata,Hyderabad,33.90634492154585,Standard,2,3.0
Bangalore,Delhi,86.09321610675572,Air,5,2.8
Bangalore,Hyderabad,52.34693185830656,Ocean,2,4.6
Mumbai,Ahmedabad,84.8092945618508,Express,2,1.8
Mumbai,Kolkata,57.99257954002789,Standard,4,5.4
Pune,Jaipur,64.38679029155257,Ocean,2,5.5
Hyderabad,Mumbai,116.23447115136376,Standard,6,4.0
Kolkata,Ahmedabad,7.177123561686081,Express,6,2.5
Hyderabad,Jaipur,89.12536349292671,Express,1,2.8
Pune,Chennai,37.65109796158989,Standard,6,3.5
Hyderabad,Ahmedabad,119.53395846817612,Standard,1,4.6
Chennai,Pune,77.10471844729236,Standard,4,5.1
Pune,Delhi,52.26800283837256,Standard,4,5.5
Pune,Bangalore,79.64589252183067,Air,5,2.7
Surat,Ahmedabad,25.838497100548476,Standard,1,2.2
Ahmedabad,Mumbai,116.74066996409609,Express,1,1.4
Kolkata,Surat,37.149628974668964,Standard,4,4.5
Bangalore,Ahmedabad,137.51156328176464,Air,6,2.0
Surat,Ahmedabad,69.63879752851261,Ocean,0,3.6
Pune,Delhi,62.29782769361973,Air,4,2.3
Delhi,Hyderabad,144.2878298197771,Air,5,3.0
Kolkata,Jaipur,75.09621785212998,Air,4,1.3
Bangalore,Surat,49.615999931132784,Standard,5,4.5
Chennai,Pune,63.74103438960256,Express,3,2.2
Mumbai,Chennai,30.68909183381277,Express,3,2.1
Hyderabad,Ahmedabad,29.073183758976217,Express,4,2.9
Jaipur,Bangalore,93.00135211203609,Ocean,4,8.1
Bangalore,Hyderabad,22.64072572028017,Standard,2,1.8
Kolkata,Jaipur,70.92458792289854,Standard,0,3.1
Bangalore,Delhi,24.336491037221755,Express,6,3.0
Mumbai,Delhi,15.328029957690338,Express,0,1.0
Jaipur,Chennai,95.27378484917114,Standard,4,5.5
Pune,Surat,28.993250017563483,Express,4,2.4
Jaipur,Bangalore,74.17104871068324,Standard,1,4.4
Surat,Jaipur,87.2742646110044,Standard,3,3.3
Delhi,Pune,43.93115721033925,Express,4,4.3
Pune,Ahmedabad,43.03042964149165,Standard,4,4.3
Jaipur,Chennai,148.27882818255924,Express,5,4.2
Mumbai,Jaipur,101.56223336081514,Express,1,2.5
Surat,Pune,2.2080655168607715,Standard,6,2.5
Bangalore,Mumbai,141.30620036622292,Express,2,3.6
Delhi,Bangalore,106.42995450300158,Air,1,1.9
Surat,Ahmedabad,147.08173742707677,Standard,6,3.4
Hyderabad,Delhi,95.18700783997777,Standard,6,3.5
Pune,Mumbai,121.4833575337729,Standard,3,3.4
Kolkata,Delhi,45.792233138747626,Standard,1,4.3
Hyderabad,Surat,146.35798850509624,Ocean,5,6.3
Chennai,Pune,89.71834502744885,Standard,2,3.6
Kolkata,Surat,99.65054193111918,Express,3,2.7
Surat,Hyderabad,130.14805982604702,Express,6,3.0
Delhi,Jaipur,61.497529608881734,Standard,3,3.0
Jaipur,Delhi,129.18816196405444,Express,0,1.9
Surat,Kolkata,144.2180453583744,Standard,0,4.2
Mumbai,Ahmedabad,44.449805298331206,Express,1,1.6
Bangalore,Surat,48.44526195785361,Ocean,6,5.6
Ahmedabad,Jaipur,144.72979833389277,Standard,4,4.7
Chennai,Surat,126.61966945604755,Standard,6,3.7
Hyderabad,Kolkata,146.69483275761368,Air,4,2.4
Pune,Chennai,126.0786837496723,Express,4,3.5
Bangalore,Chennai,119.56179832121158,Standard,2,3.1
Jaipur,Delhi,141.11646391406933,Standard,1,3.6
Chennai,Hyderabad,126.96229928184839,Air,0,1.7
Delhi,Pune,42.55112828593007,Express,3,2.0
Hyderabad,Pune,18.682109077676646,Air,2,1.0
Jaipur,Chennai,118.72113288160057,Standard,1,4.6
Bangalore,Surat,65.33006574743847,Standard,6,3.5
Bangalore,Hyderabad,29.605408441877913,Standard,1,2.7
Jaipur,Surat,141.39649098774285,Ocean,4,6.4
Jaipur,Kolkata,22.390767976510553,Express,0,1.9
Kolkata,Jaipur,55.703543885446116,Standard,4,5.0
Jaipur,Pune,11.144145025587092,Air,4,1.5
Kolkata,Bangalore,123.62113271289655,Air,5,3.1
Ahmedabad,Bangalore,54.08464848583225,Ocean,6,5.1
Chennai,Bangalore,82.37901559285704,Standard,4,4.1
Ahmedabad,Bangalore,101.2510211756382,Standard,4,4.8
Ahmedabad,Surat,105.32621839396349,Air,0,2.6
Mumbai,Hyderabad,46.042885962786734,Express,3,1.9
Bangalore,Jaipur,95.08655213115986,Standard,1,4.7
Ahmedabad,Delhi,109.79442280811944,Standard,5,4.6
Jaipur,Chennai,40.24017083803241,Standard,1,3.0
Ahmedabad,Mumbai,112.90752385047563,Standard,3,3.5
Ahmedabad,Bangalore,14.859881578638369,Standard,6,3.0
Hyderabad,Bangalore,103.65935245656252,Express,4,3.2
Ahmedabad,Jaipur,80.75295824897968,Express,4,4.0
Surat,Delhi,27.325199434254582,Standard,6,3.9
Ahmedabad,Bangalore,14.215735606556603,Standard,6,3.0
Bangalore,Surat,20.54542975860802,Standard,2,2.7
Delhi,Ahmedabad,38.9766251167959,Air,4,2.4
Delhi,Ahmedabad,59.28665294123331,Express,3,2.0
Chennai,Delhi,86.36608301042975,Standard,6,4.0
Surat,Pune,6.281171580812115,Standard,4,2.9
Jaipur,Chennai,76.35084971207225,Express,4,3.9
Kolkata,Chennai,106.35232938232551,Standard,1,4.2
Hyderabad,Chennai,78.83868407975083,Standard,2,3.4
Pune,Delhi,60.27518264757613,Standard,2,3.2
Kolkata,Ahmedabad,65.65185704072219,Air,3,1.0
Kolkata,Pune,147.0908269777637,Express,6,3.9
Mumbai,Delhi,3.615105526181101,Standard,1,2.9
Ahmedabad,Delhi,35.18492709163017,Standard,1,3.0
Ahmedabad,Delhi,109.41711849996065,Express,1,2.4
Kolkata,Bangalore,16.07886241190877,Standard,2,3.4
Jaipur,Delhi,86.803162716567,Air,5,2.1
Ahmedabad,Surat,20.102026762098752,Standard,6,2.7
Delhi,Jaipur,73.32823173573092,Standard,4,4.1
Kolkata,Jaipur,120.24993319652113,Express,0,2.3
Mumbai,Bangalore,28.399912989240594,Express,0,2.0
Chennai,Delhi,130.28447987759253,Express,0,3.1
Ahmedabad,Surat,142.79131088290583,Standard,3,3.8
Bangalore,Hyderabad,146.81225886452881,Air,0,2.0
Delhi,Pune,15.013084825811786,Ocean,6,5.4
Jaipur,Bangalore,111.88296184818802,Standard,5,5.0
Mumbai,Chennai,76.90798507288457,Standard,5,4.5
Ahmedabad,Chennai,28.577262744856572,Air,0,1.2
Surat,Pune,33.941975428143465,Express,6,1.7
Delhi,Kolkata,142.30803324545093,Express,6,3.4
Chennai,Mumbai,12.387819086431582,Standard,3,4.1
Ahmedabad,Jaipur,14.477205242337405,Standard,3,2.7
Bangalore,Chennai,119.26295097884577,Express,1,3.2
Mumbai,Chennai,107.69132928342626,Standard,0,3.8
Ahmedabad,Chennai,14.854607322392713,Express,5,2.3
Chennai,Mumbai,61.81738312335165,Standard,2,3.7
Kolkata,Chennai,29.004952862665398,Air,3,1.6
Delhi,Mumbai,15.37860002202446,Air,0,1.1
Bangalore,Jaipur,123.18302701533146,Express,4,2.9
Ahmedabad,Surat,118.05441313253968,Standard,3,3.7
Hyderabad,Ahmedabad,145.56574220236524,Express,4,3.1
Hyderabad,Pune,73.43232569992779,Standard,6,3.0
Hyderabad,Mumbai,149.5232355787056,Air,2,1.8
Kolkata,Chennai,86.8977202976985,Standard,4,5.2
Bangalore,Chennai,3.6187901592926464,Express,5,1.4
Surat,Jaipur,133.1786363016917,Ocean,5,6.3
Surat,Bangalore,13.381920663511547,Air,6,1.0
Mumbai,Pune,148.1620185525716,Express,1,2.6
Bangalore,Jaipur,140.29995315312402,Express,1,2.9
Mumbai,Chennai,112.27980586473123,Air,1,2.1
Delhi,Jaipur,76.86205708206421,Express,4,3.2
Chennai,Delhi,22.46723039392889,Standard,1,4.4
Delhi,Chennai,50.55193337556201,Air,0,2.5
Surat,Mumbai,7.7885551542722995,Express,1,1.2
Pune,Ahmedabad,133.9103786316983,Standard,2,4.2
Ahmedabad,Delhi,74.77029313523953,Air,1,1.0
Surat,Pune,49.3830198705116,Express,0,2.4
Jaipur,Chennai,124.14330092585304,Ocean,2,6.8
Pune,Delhi,122.51498172043799,Air,1,1.6
Surat,Jaipur,142.21012649135892,Standard,3,4.1
Surat,Ahmedabad,52.7652753189995,Express,5,2.5
Hyderabad,Chennai,6.767989979508538,Standard,4,4.0
Ahmedabad,Surat,57.306251206532025,Air,5,3.0
Chennai,Ahmedabad,48.3713367346073,Air,1,1.0
Kolkata,Pune,77.34880795727517,Express,5,3.7
Bangalore,Mumbai,43.32649016318076,Standard,2,3.1
Kolkata,Chennai,25.14516998517294,Air,6,1.3
Mumbai,Pune,147.71225972599666,Standard,1,3.7
Mumbai,Chennai,122.62663890539007,Express,5,4.7
Chennai,Pune,10.54272697424549,Standard,1,3.8
Kolkata,Delhi,73.95169980349367,Standard,1,3.9
Kolkata,Jaipur,26.383950295437963,Express,5,2.2
Delhi,Mumbai,57.13208823829442,Express,2,2.2
Jaipur,Chennai,148.99311273771815,Air,6,1.7
Delhi,Kolkata,35.19582368410931,Ocean,0,6.1
Pune,Surat,119.33580530528658,Standard,6,2.9
Ahmedabad,Hyderabad,54.72870582343315,Ocean,2,4.7
Delhi,Bangalore,147.39277410800727,Express,6,4.2
Hyderabad,Jaipur,99.1146886629842,Air,1,1.0
Jaipur,Pune,16.95734259940944,Standard,6,3.2
Hyderabad,Pune,100.35127615386149,Ocean,6,4.2
Kolkata,Jaipur,43.032269216329276,Express,2,1.9
Jaipur,Bangalore,38.373421135824245,Standard,0,3.9
Hyderabad,Delhi,138.30054117755424,Standard,3,5.2
Delhi,Pune,139.6594461647144,Air,4,2.1
Surat,Bangalore,10.199443105043803,Express,5,3.3
Chennai,Mumbai,14.78851834401033,Standard,0,3.3
Bangalore,Pune,130.46772690005574,Standard,3,3.7
Kolkata,Bangalore,40.30492595748767,Standard,6,3.7
Ahmedabad,Kolkata,31.160182379810283,Express,6,1.5
Mumbai,Ahmedabad,123.77409261425197,Air,5,2.7
Mumbai,Chennai,105.56061288611693,Ocean,4,7.0
Bangalore,Hyderabad,23.01747473692899,Express,2,1.5
Surat,Bangalore,125.18158360253169,Air,0,1.8
Mumbai,Hyderabad,3.778001253444023,Express,4,3.0
Bangalore,Delhi,111.73438092910017,Standard,5,5.9
Ahmedabad,Bangalore,88.41313389267285,Express,0,2.3
Mumbai,Surat,79.44667605465233,Express,2,1.4
Jaipur,Mumbai,106.1991063522764,Standard,2,3.2
Surat,Kolkata,40.652139029828255,Standard,6,3.9
Delhi,Kolkata,64.3626310561149,Standard,5,5.0
Chennai,Hyderabad,50.06585845246251,Standard,4,3.6
Jaipur,Kolkata,71.52908829326215,Standard,1,3.9
Chennai,Hyderabad,94.00771781859558,Air,6,2.2
Bangalore,Chennai,116.64868773854869,Air,1,1.2
Surat,Bangalore,70.98432805522785,Standard,1,3.7
Kolkata,Mumbai,144.44840268232642,Express,4,4.3
Hyderabad,Ahmedabad,64.55045606278652,Standard,2,3.4
Hyderabad,Kolkata,76.57991717640779,Standard,2,4.0
Jaipur,Chennai,17.864753912658376,Express,3,2.1
Bangalore,Ahmedabad,129.91623449702092,Express,5,4.2
Bangalore,Surat,119.43584601002023,Express,0,3.0
Hyderabad,Delhi,72.01481436033622,Express,5,3.3
Kolkata,Pune,144.22358910532424,Ocean,1,6.8
Pune,Ahmedabad,76.20105316476099,Standard,4,5.4
Delhi,Jaipur,72.70049181922971,Express,6,2.0
Surat,Pune,149.15816196683568,Standard,5,4.4
Bangalore,Jaipur,55.387902317155024,Express,5,3.4
Surat,Bangalore,83.88289849621295,Express,3,2.9
Bangalore,Kolkata,123.22891417711001,Express,2,2.7
Hyderabad,Kolkata,25.13399508065417,Express,2,1.8
Kolkata,Chennai,49.25678288891679,Express,1,1.8
Mumbai,Jaipur,58.23733721960921,Standard,1,3.0
Surat,Jaipur,22.728170534842743,Standard,5,4.0
Hyderabad,Ahmedabad,77.63962088829979,Express,6,2.9
Pune,Mumbai,102.93419743794286,Air,0,1.8
Kolkata,Jaipur,28.081095860430196,Air,2,1.3
Chennai,Bangalore,114.12335165364156,Ocean,3,4.8
Surat,Hyderabad,88.23852887361546,Standard,2,3.1
Bangalore,Chennai,9.870102101103113,Standard,2,3.1
Kolkata,Mumbai,87.8606841924205,Express,1,2.3
Surat,Mumbai,24.246452582083904,Ocean,4,4.9
Surat,Pune,27.347024711274685,Standard,6,2.9
Mumbai,Bangalore,119.15742998368835,Standard,3,4.1
Chennai,Surat,14.099992339814982,Standard,4,4.1
Kolkata,Chennai,108.82397113398193,Express,6,2.9
Pune,Ahmedabad,67.57356479677819,Standard,3,3.6
Kolkata,Delhi,46.45733537668158,Standard,4,4.5
Bangalore,Ahmedabad,64.90242754505071,Express,1,2.6
Hyderabad,Ahmedabad,101.33436875613171,Standard,3,3.6
Kolkata,Jaipur,46.993707950787076,Standard,2,3.8
Mumbai,Jaipur,1.6065002546741702,Express,2,1.5
Surat,Ahmedabad,38.74554224468226,Standard,6,4.3
Hyderabad,Mumbai,36.38931040961872,Air,6,1.0
Delhi,Bangalore,52.47035631512965,Standard,2,4.3
Surat,Pune,57.34959935269148,Air,5,2.4
Pune,Delhi,46.59101502829716,Express,3,1.9
Mumbai,Delhi,7.134512130410508,Air,4,1.4
Bangalore,Pune,98.67713182851142,Express,6,2.6
Mumbai,Jaipur,46.56489793677594,Express,3,2.2
Kolkata,Ahmedabad,110.25503586616495,Air,5,2.2
Kolkata,Pune,131.35812093514184,Express,4,4.3
Chennai,Kolkata,101.5229303657045,Standard,1,5.2
Mumbai,Surat,123.1310069395071,Standard,1,3.8
Ahmedabad,Bangalore,32.42045980870325,Ocean,3,6.0
Mumbai,Bangalore,6.4732947117446935,Express,2,1.4
Hyderabad,Kolkata,61.649554576739924,Standard,5,4.9
Surat,Pune,18.269744303416992,Air,3,1.2
Surat,Delhi,146.09870564056385,Express,1,3.6
Ahmedabad,Kolkata,48.621007807475024,Standard,2,3.5
Chennai,Delhi,87.52509863544324,Air,3,1.9
Ahmedabad,Mumbai,34.65477674232161,Standard,0,2.6
Ahmedabad,Delhi,108.21001340789569,Express,2,2.7
Kolkata,Jaipur,31.55347049784137,Ocean,4,6.7
Bangalore,Mumbai,48.68694142396574,Air,1,1.2
Surat,Jaipur,9.175429250594968,Express,0,1.5
Surat,Delhi,128.77556653539784,Standard,2,3.1
Mumbai,Surat,29.646444657009816,Express,5,2.8
Delhi,Pune,47.030210865799276,Express,4,2.8
Mumbai,Hyderabad,127.28628285963588,Standard,6,3.5
Ahmedabad,Surat,5.272091095294254,Express,4,2.2
Surat,Ahmedabad,20.9349037987205,Standard,0,2.6
Kolkata,Chennai,117.82398677490015,Express,2,3.2
Hyderabad,Surat,20.21963885520473,Standard,0,2.6
Mumbai,Delhi,16.996163054422194,Standard,2,2.6
Kolkata,Bangalore,133.7088382823822,Air,6,1.6
Mumbai,Surat,92.73097595789723,Express,0,2.3
Ahmedabad,Bangalore,56.030418920239555,Express,0,1.7
Hyderabad,Pune,42.23990532790866,Standard,2,3.5
Jaipur,Pune,69.96457717054793,Ocean,5,6.6
Jaipur,Bangalore,32.02279117646252,Express,2,2.1
Bangalore,Pune,117.3608492345655,Express,4,3.7
Ahmedabad,Kolkata,64.8095856509177,Standard,6,4.2
Bangalore,Chennai,17.59233420209388,Standard,1,1.9
Chennai,Delhi,116.39409192650861,Express,4,4.0
Delhi,Chennai,2.3838646165087307,Standard,4,5.0
Jaipur,Bangalore,19.793481283156215,Standard,6,3.8
Kolkata,Hyderabad,34.710564030824834,Standard,2,3.9
Delhi,Bangalore,120.24423233278884,Standard,6,4.3
Mumbai,Delhi,116.62687707219187,Standard,2,4.1
Jaipur,Surat,58.27403198092456,Express,5,2.7
Chennai,Delhi,69.12994372893485,Ocean,2,6.4
Jaipur,Pune,119.87415970992602,Standard,6,4.3
Ahmedabad,Mumbai,18.253959847833105,Standard,6,2.9
Delhi,Ahmedabad,53.41913124642494,Standard,1,3.0
Ahmedabad,Bangalore,126.7507682762305,Express,3,2.9
Ahmedabad,Chennai,120.95182938799128,Ocean,5,7.1
Ahmedabad,Bangalore,93.35986115581242,Standard,4,5.0
Surat,Jaipur,45.38873696476056,Standard,1,3.2
Hyderabad,Kolkata,29.869414539206705,Air,5,2.0
Pune,Chennai,25.005621840065945,Express,3,1.2
Surat,Delhi,60.266743377246065,Standard,3,3.1
Delhi,Hyderabad,29.399438178199567,Standard,2,3.5
Jaipur,Pune,70.51087974379449,Express,6,2.4
Ahmedabad,Hyderabad,79.44008893416805,Air,0,1.7
Surat,Chennai,58.100096442080414,Ocean,3,6.3
Surat,Kolkata,100.55415217694016,Air,2,1.8
Pune,Mumbai,57.118186614463326,Standard,1,2.4
Surat,Pune,81.59864151852439,Express,2,2.0
Pune,Mumbai,22.65875691562573,Express,2,1.5
Mumbai,Chennai,125.30665115227676,Express,3,2.5
Surat,Jaipur,7.561822916612218,Standard,4,3.9
Bangalore,Delhi,93.05764694786143,Express,4,4.0
Kolkata,Hyderabad,145.91398411001964,Express,4,4.7
Surat,Delhi,14.581772333929006,Express,1,1.6
Jaipur,Ahmedabad,57.69773041790018,Standard,0,3.4
Pune,Bangalore,14.349137118826997,Express,3,1.9
Chennai,Mumbai,118.56489861634174,Air,1,2.4
Delhi,Ahmedabad,100.72626160186722,Standard,3,3.9
Chennai,Bangalore,91.96934066257754,Express,4,3.1
Ahmedabad,Chennai,95.17143137157389,Express,5,3.9
Hyderabad,Jaipur,10.367947203844356,Air,2,1.5
Ahmedabad,Kolkata,107.7304972957563,Standard,1,4.3
Pune,Ahmedabad,124.84230826123127,Standard,3,4.2
Ahmedabad,Bangalore,88.65786086623834,Standard,5,5.0
Chennai,Pune,57.301300358495276,Standard,0,3.3
Jaipur,Kolkata,107.71712311271105,Express,4,3.7
Delhi,Bangalore,64.8372499405989,Air,1,1.7
Jaipur,Surat,96.57629954554494,Ocean,0,5.4
Hyderabad,Pune,4.367879830948334,Standard,0,2.8
Mumbai,Pune,22.407214342966466,Ocean,3,3.2
Jaipur,Pune,149.63339036179536,Ocean,6,5.2
Jaipur,Mumbai,113.88232346884584,Standard,2,4.1
Delhi,Mumbai,8.808149872880854,Standard,6,3.0
Surat,Ahmedabad,149.15569245642914,Standard,1,3.0
Pune,Surat,29.218526928934004,Standard,0,2.9
Chennai,Mumbai,24.21894790948254,Express,0,1.7
Hyderabad,Jaipur,19.286551166920116,Standard,4,4.6
Surat,Kolkata,55.001045578748226,Air,5,2.2
Surat,Delhi,54.9867472669767,Standard,2,3.2
Mumbai,Delhi,136.9380352112088,Express,3,3.2
Pune,Surat,104.39074401365927,Air,0,2.1
Chennai,Hyderabad,103.24214294350134,Standard,3,3.2
Ahmedabad,Hyderabad,108.70057306882686,Air,2,2.2
Hyderabad,Surat,81.64032418176517,Air,6,1.1
Hyderabad,Mumbai,102.24217273033102,Express,3,1.8
Hyderabad,Ahmedabad,1.559426883383668,Standard,1,2.7
Hyderabad,Mumbai,121.38746447776758,Standard,5,4.8
Bangalore,Surat,133.95959395721516,Express,1,3.8
Surat,Ahmedabad,122.07538620957979,Express,2,2.2
Hyderabad,Delhi,36.13866097694349,Express,0,1.6
Pune,Ahmedabad,41.04996608774231,Express,2,2.3
Jaipur,Kolkata,138.4759036612055,Ocean,1,7.0
Hyderabad,Mumbai,144.84926422514485,Express,6,2.3
Hyderabad,Jaipur,37.85480893654533,Express,6,1.7
Pune,Surat,109.65195896630415,Express,4,3.1
Ahmedabad,Mumbai,44.35258581437327,Air,4,2.8
Bangalore,Delhi,97.13576120045768,Standard,2,4.1
Bangalore,Mumbai,29.270618001505497,Express,6,1.7
Surat,Delhi,133.4743318358008,Air,6,2.9
Kolkata,Pune,61.901768669420285,Air,4,1.9
Bangalore,Kolkata,118.94219548263804,Express,6,3.0
Kolkata,Hyderabad,57.70819601610501,Ocean,2,5.6
Surat,Jaipur,36.601713913017264,Air,1,1.0
Surat,Kolkata,113.55697435680956,Standard,6,5.1
Ahmedabad,Kolkata,118.55932965417968,Standard,5,5.0
Chennai,Surat,74.43007480307162,Standard,4,4.7
Ahmedabad,Mumbai,69.56511881409688,Standard,1,2.8
Delhi,Pune,142.58287805477732,Express,2,2.3
Surat,Delhi,27.071555115919836,Standard,6,3.1
Surat,Bangalore,38.58393968820373,Express,0,2.3
Bangalore,Chennai,72.6062576057551,Standard,4,3.9
Hyderabad,Bangalore,62.186641421325724,Ocean,1,4.3
Bangalore,Mumbai,28.180177257828298,Express,1,1.7
Jaipur,Mumbai,24.555052028859738,Standard,1,3.1
Mumbai,Pune,132.42644767849276,Standard,0,3.4
Ahmedabad,Bangalore,27.091659713367093,Standard,4,4.4
Jaipur,Surat,40.96187797609411,Air,5,2.2
Hyderabad,Delhi,87.79211020212591,Ocean,6,6.6
Kolkata,Pune,66.72815566479106,Air,5,2.2
Ahmedabad,Pune,76.89328157199772,Express,1,2.0
Surat,Jaipur,116.14485561800419,Air,1,2.2
Ahmedabad,Bangalore,147.08278287107865,Standard,0,4.2
Ahmedabad,Delhi,91.31214205370318,Express,0,1.6
Hyderabad,Surat,21.878133903718098,Express,0,1.6
Surat,Hyderabad,70.16030207195759,Ocean,5,6.4
Hyderabad,Jaipur,99.4937205268588,Express,0,2.6
Ahmedabad,Hyderabad,118.70352812551111,Express,5,4.1
Mumbai,Hyderabad,37.088507067209086,Ocean,5,5.5
Kolkata,Hyderabad,61.00156185645762,Ocean,1,5.5
Surat,Chennai,33.86734747816747,Express,6,1.9
Delhi,Pune,19.2559843863768,Air,5,2.0
Ahmedabad,Hyderabad,81.21813002157108,Express,3,1.9
Kolkata,Ahmedabad,113.59895124533439,Express,5,4.1
Chennai,Mumbai,69.75752938198234,Standard,1,3.7
Surat,Bangalore,105.17332045203584,Ocean,0,6.0
Surat,Kolkata,30.497177313912598,Standard,0,3.6
Jaipur,Pune,121.32347249863206,Express,5,3.3
Mumbai,Ahmedabad,27.798513054516754,Express,4,3.0
Ahmedabad,Delhi,77.58817611596686,Standard,6,3.8
Bangalore,Jaipur,126.72680641690464,Standard,5,5.7
Kolkata,Pune,89.7072439916002,Express,5,4.5
